name,id,url,source,download_format,sf_compatible,browser_compatible,spatial_filtering,temporal_filtering,NEW_PROVIDER,NEW_PROVIDER_TYPE,provider_name,provider_type,environment,spatial_filtering_clean,temporal_filtering_clean,sf_compatible_clean,Cefas_holding_id_name,Cefas_holding_ID,Second level,Third Level,Fourth Level,Unnamed: 22,spatial_filter_type,epsg_code
CELTDEEP2 2014 2015,cefas_9797_json,https://data-api.cefas.co.uk/api/recordsets/9797/data?page=1&resultsPerPage=150000,https://data.cefas.co.uk/view/18641,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Shelf Sea Biogeochemistry - Celtic Deep 2 SmartBuoy,9797,Physical & Chemical Oceanography,Shelf Sea Biogeochemistry - Celtic Deep 2 SmartBuoy,,,,
CELTDEEP2 Ssb,cefas_9796_zip,https://data-api.cefas.co.uk/api/recordsets/9796/data/1,https://data.cefas.co.uk/view/18641,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Shelf Sea Biogeochemistry - Celtic Deep 2 SmartBuoy,9796,Physical & Chemical Oceanography,Shelf Sea Biogeochemistry - Celtic Deep 2 SmartBuoy,,,,
CELTDEEP2L 2014 2015,cefas_9793_json,https://data-api.cefas.co.uk/api/recordsets/9793/data?page=1&resultsPerPage=70000,https://data.cefas.co.uk/view/18639,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Shelf Sea Biogeochemistry - Celtic Deep 2 Lander,9793,Physical & Chemical Oceanography,Shelf Sea Biogeochemistry - Celtic Deep 2 Lander,,,,
CELTDEEP2LANDER Ssb,cefas_9792_zip,https://data-api.cefas.co.uk/api/recordsets/9792/data/1,https://data.cefas.co.uk/view/18639,zip,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Terrestrial,No,No,Yes,Shelf Sea Biogeochemistry - Celtic Deep 2 Lander,9792,Physical & Chemical Oceanography,Shelf Sea Biogeochemistry - Celtic Deep 2 Lander,,,,
Celtic Sea Seafloor Litter Aldfg,cefas_12968_json,https://data-api.cefas.co.uk/api/recordsets/12968/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22147,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Seafloor Litter Data Collected Around the UK Coast from - 2016 to 2022,12968,Pollution,Seafloor Litter Data Collected Around the UK Coast from - 2016 to 2022,,,,
CEND/07/2007 Station Details,cefas_3226_json,https://data-api.cefas.co.uk/api/recordsets/3226/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/268,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",3227,Benthic & Planktonic Ecology,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",,,,
CEND/08/2009 Station Details,cefas_3229_json,https://data-api.cefas.co.uk/api/recordsets/3229/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/268,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",3230,Benthic & Planktonic Ecology,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",,,,
CEND/09/2010 Station Details,cefas_3230_json,https://data-api.cefas.co.uk/api/recordsets/3230/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/268,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",10736,Benthic & Planktonic Ecology,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",,,,
CEND/10/2008 Station Details,cefas_3227_json,https://data-api.cefas.co.uk/api/recordsets/3227/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/268,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",3228,Benthic & Planktonic Ecology,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",,,,
CEND/14/2007 Station Details,cefas_3228_json,https://data-api.cefas.co.uk/api/recordsets/3228/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/268,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",3229,Benthic & Planktonic Ecology,"Benthic Faunal Biomass with Environmental Data, Celtic Seas",,,,
Cgigas Spiked Results 20250516 075014,cefas_13147_json,https://data-api.cefas.co.uk/api/recordsets/13147/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22175,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Non-Spatial Data for Non-Native Species with Regards Real-Time PCR Analysis,13147,"Climate Change, Conservation & Human Impacts",Non-Spatial Data for Non-Native Species with Regards Real-Time PCR Analysis,,,,
Climate Projections Input Data Doi,cefas_12737_json,https://data-api.cefas.co.uk/api/recordsets/12737/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21821,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Atmospheric,No,No,Yes,Climate Projections of Marine Non-Native Species in North-West Europe,12737,"Climate Change, Conservation & Human Impacts",Climate Projections of Marine Non-Native Species in North-West Europe,,,,
Coastal Health Hydro Vu AT200 Continuous River Water Sampling River Mole 20241113 20250331,cefas_13235_json,https://data-api.cefas.co.uk/api/recordsets/13235/data?page=1&resultsPerPage=13290,https://data.cefas.co.uk/view/22354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Acoustic Backscatter Profile Data for Mixed Layer Depth for the Peltic Surveys in the Eastern Celtic Seas and English Channel from - 2012 to 2019,13224,Physical & Chemical Oceanography,Acoustic Backscatter Profile Data for Mixed Layer Depth for the Peltic Surveys in the Eastern Celtic Seas and English Channel from - 2012 to 2019,,,,
Coastal Health Hydro Vu AT200 Continuous River Water Sampling Upper Torridge 20241113 20250331,cefas_13234_json,https://data-api.cefas.co.uk/api/recordsets/13234/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",13235,Physical & Chemical Oceanography,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,
Coastal Health Hydro Vu AT600 Continuous River Water Sampling Barnstaple Yeo 20241113 20250331,cefas_13233_json,https://data-api.cefas.co.uk/api/recordsets/13233/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",13234,Physical & Chemical Oceanography,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,
Coastal Health Hydro Vu AT600 Continuous River Water Sampling Lower Taw 20241113 20250331,cefas_13232_json,https://data-api.cefas.co.uk/api/recordsets/13232/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",13233,Physical & Chemical Oceanography,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,
Coastal Health Hydro Vu AT600 Continuous River Water Sampling Lower Torridge 20241113 20250331,cefas_13231_json,https://data-api.cefas.co.uk/api/recordsets/13231/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",13231,Physical & Chemical Oceanography,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,
Coastal Health Hydro Vu AT600 Continuous River Water Sampling River Caen 20241113 20250331,cefas_13230_json,https://data-api.cefas.co.uk/api/recordsets/13230/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/22354,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",13230,Physical & Chemical Oceanography,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,"Continuous River Water Quality Monitoring Data from the Rivers Taw and Torridge, North Devon, UK Sampled Between November 2024 and March - 2025",,
Coastal Temperature Network Data 1892 to 2018,cefas_12959_json,https://data-api.cefas.co.uk/api/recordsets/12959/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/19490,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Coastal,No,No,Yes,Coastal Temperature Network Data - 1892 to 2018,10099,Physical & Chemical Oceanography,Coastal Temperature Network Data - 1892 to 2018,,,,
Column Headers Readme,cefas_12703_txt,https://data-api.cefas.co.uk/api/recordsets/12703/data/1,https://data.cefas.co.uk/view/21717,txt,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Microplastics Data in UK (England and Wales) Seafloor Sediments from - 2013 to 2021,12703,Pollution,Microplastics Data in UK (England and Wales) Seafloor Sediments from - 2013 to 2021,,,,
Column Prey Taxonomy for Diet Matrix,cefas_11204_json,https://data-api.cefas.co.uk/api/recordsets/11204/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20499,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Trophic Interaction Data and Taxonomic Information for Fish Predators and Their Prey Spanning the North East Atlantic and Its Marginal Seas Between - 1836-2013,11204,Fisheries Science,Trophic Interaction Data and Taxonomic Information for Fish Predators and Their Prey Spanning the North East Atlantic and Its Marginal Seas Between - 1836-2013,,,,
Combined CZ Rectangle,cefas_12600_json,https://data-api.cefas.co.uk/api/recordsets/12600/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/79,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,England and Wales - Shellfish Classification Zones of England and Wales,12600,"Aquaculture, Shellfish & Fish Health",England and Wales - Shellfish Classification Zones of England and Wales,,,,
Combined CZ Region,cefas_12601_json,https://data-api.cefas.co.uk/api/recordsets/12601/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/79,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,England and Wales - Shellfish Classification Zones of England and Wales,12601,"Aquaculture, Shellfish & Fish Health",England and Wales - Shellfish Classification Zones of England and Wales,,,,
Complete Results Summary,cefas_12818_json,https://data-api.cefas.co.uk/api/recordsets/12818/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21499,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Marine Biotoxin Data Measured Within Crab and Lobster Flesh Taken from Samples Gathered from the Northumberland Coast and 2022 - 2021,12818,"Aquaculture, Shellfish & Fish Health",Marine Biotoxin Data Measured Within Crab and Lobster Flesh Taken from Samples Gathered from the Northumberland Coast and 2022 - 2021,,,,
Condition Index,cefas_10708_json,https://data-api.cefas.co.uk/api/recordsets/10708/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/20201,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,"Microplastic Effect Data. the World Is Your Oyster: Low-Dose, Long-Term Microplastic Exposure of Juvenile Oysters",10708,Pollution,"Microplastic Effect Data. the World Is Your Oyster: Low-Dose, Long-Term Microplastic Exposure of Juvenile Oysters",,,,
Contents Table,cefas_11769_json,https://data-api.cefas.co.uk/api/recordsets/11769/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21100,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,Database of Critical Oxygen Level (Pcrit) in Freshwater and Marine Fishes 1974 - 2015,11769,Physical & Chemical Oceanography,Database of Critical Oxygen Level (Pcrit) in Freshwater and Marine Fishes 1974 - 2015,,,,
Cseng BT1 - 25 Jan 2022 - Haul by Spp,cefas_11861_json,https://data-api.cefas.co.uk/api/recordsets/11861/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21421,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Derived from Northeast Atlantic Groundfish Data from Scientific Trawl Surveys - 1983-2020,11861,Fisheries Science,A Data Product Derived from Northeast Atlantic Groundfish Data from Scientific Trawl Surveys - 1983-2020,,,,
Cseng BT3 - 25 Jan 2022 - Haul by Spp,cefas_11862_json,https://data-api.cefas.co.uk/api/recordsets/11862/data?page=1&resultsPerPage=20000,https://data.cefas.co.uk/view/21421,json,F,T,F,F,CEFAS,Executive Agency,CEFAS,UK Government,Marine,No,No,Yes,A Data Product Derived from Northeast Atlantic Groundfish Data from Scientific Trawl Surveys - 1983-2020,11862,Fisheries Science,A Data Product Derived from Northeast Atlantic Groundfish Data from Scientific Trawl Surveys - 1983-2020,,,,
